user_id,rec_result
1807,"[874972, 1112825, 7025114, 962568, 1024306]"
492,"[874972, 934369, 1082185, 1127831, 1058997]"
2278,"[874972, 1017220, 922127, 1127831, 854852]"
2147,"[874972, 1106523, 906658, 900802, 923746]"
2167,"[874972, 1106523, 959985, 859075, 8090521]"
622,"[874972, 1106523, 965766, 951590, 5568378]"
6,"[874972, 1082185, 863447, 854852, 1022254]"
2433,"[874972, 1082185, 1106523, 1127831, 1004906]"
1678,"[874972, 1106523, 844179, 907631, 859075]"
2315,"[874972, 819765, 1050968, 1082185, 1029743]"
353,"[874972, 1022254, 839656, 878996, 962568]"
732,"[874972, 916122, 1038684, 878996, 995965]"
764,"[874972, 1028422, 1029743, 854852, 1026118]"
2338,"[874972, 1106523, 1129321, 854852, 962568]"
1424,"[874972, 995242, 1024306, 854852, 878996]"
2256,"[874972, 1051211, 10198378, 1127831, 866211]"
1235,"[874972, 986187, 893501, 1127831, 1082185]"
2373,"[874972, 1133018, 7152455, 1082185, 1127831]"
440,"[874972, 1082185, 1127831, 866211, 1029743]"
2202,"[874972, 995276, 1046488, 1082185, 1127831]"
1594,"[1038663, 1106523, 1082185, 1012587, 985893]"
540,"[874972, 1000237, 1082185, 901062, 944836]"
1516,"[904129, 980666, 8019716, 1082185, 1029743]"
338,"[874972, 1026118, 1028816, 899624, 878996]"
1035,"[874972, 14106445, 7169034, 1082185, 1127831]"
615,"[874972, 971922, 883003, 1082185, 1127831]"
1077,"[874972, 891632, 951590, 1082185, 1044078]"
1581,"[874972, 1029743, 6463775, 1127831, 961554]"
1984,"[874972, 843171, 1082185, 1127831, 866211]"
